epoch,acc,loss,val_acc,val_loss
0,0.9659715976331401,0.01164496889542316,0.966711945140923,0.008293995301248492
1,0.9666947842966735,0.007919664957384224,0.9666057654182173,0.007732770317692453
2,0.9667015152857912,0.00734347268055664,0.9666514354153468,0.0070268766477587135
3,0.9666716315289118,0.007055741726020838,0.9666541616688782,0.0068356358826814085
4,0.9667315148844394,0.006842422889207568,0.9666852796723941,0.006807993674323962
5,0.9667307603472575,0.006732473860158276,0.9666667114225842,0.006646244119575112
6,0.9666894279550259,0.00659350899928921,0.9667263658087536,0.006726744311055256
7,0.9667369504029701,0.006539827940591483,0.9666965875067827,0.006502736555465554
8,0.9667082837096485,0.006454468011895192,0.9666761317623835,0.0065239784591758195
9,0.966779987119646,0.006408821262264987,0.9667197081995078,0.006446933264202424
10,0.9666616590436778,0.006354166857865764,0.9666542518410975,0.006389933872101736
11,0.9666946554240636,0.006306559963224872,0.9667173604482251,0.006559564456006196
12,0.9667138378990433,0.006251985438314906,0.9665474844472044,0.0063388405569341465
13,0.9667690881789203,0.006255094682529905,0.966698354516662,0.006252650229809022
14,0.9667045786528127,0.00618795954462557,0.9667162687309119,0.006254388853447902
15,0.9667458356890928,0.0061737362608474435,0.9666481742930311,0.006234196434860329
16,0.9667360256430464,0.006149970041218962,0.9664626050522596,0.006168837419587497
17,0.9667181976387504,0.0061282510015369645,0.9668957141683717,0.006177444202950312
18,0.9666860160519695,0.006081110580138738,0.9666605302678706,0.006089239908028899
19,0.9667964394232361,0.006072206394791178,0.9668004338054276,0.006098034780853814
20,0.9667533469700775,0.006024685524929486,0.9668623617559289,0.006134019453495677
21,0.9666883429426777,0.006031333449205882,0.9665889729786872,0.006083549427455782
22,0.9666963123056665,0.006010838995669952,0.9669174171888539,0.0059726772638577195
23,0.9667729456573961,0.0059948158533077705,0.9667431644978435,0.006016268375789356
24,0.9666922752386794,0.005964967918917301,0.9666852417924094,0.005985529566869225
25,0.9666948768727942,0.005948513162690591,0.9667681290657816,0.006087907191735298
26,0.9667133899762778,0.0059219264828455345,0.9667435000609399,0.005966222075780006
27,0.9667125963890798,0.005902744514263263,0.9665966178483187,0.006052763408219997
28,0.9667342860092263,0.0058920032018389724,0.9666530483544468,0.005986169868576661
29,0.9667928727370245,0.005894204986314164,0.9667963327337774,0.005954007564488527
30,0.966803874502847,0.005863726453961902,0.966686355829579,0.006085838247841216
31,0.966786889044683,0.005870477406167102,0.9668350876993187,0.0059867315773205155
32,0.9666844632942968,0.005846000935793036,0.966751270644505,0.005915754502599318
33,0.9666937343906109,0.005846002682391849,0.9668750594583966,0.005890159246600771
34,0.9667481517168308,0.005814217478287791,0.9666036016675783,0.005891222041432404
35,0.966751759535915,0.005829300988475141,0.9667634779478446,0.00587250033430702
36,0.9667616061901706,0.005820589397444276,0.9667842750372458,0.00591058402485646
37,0.9667019101594783,0.005803758069181375,0.9668224491763557,0.005918125773098495
38,0.9667282332236717,0.005786698133568095,0.9668339203920923,0.005870296344155719
39,0.9666699353847564,0.0057806410394474666,0.9666283434620937,0.005862550553234663
40,0.9666872562347615,0.00579187307472115,0.9666449717125096,0.0058859939249856835
41,0.9667256562012689,0.005760790588350438,0.9666712130612551,0.005853289160704753
42,0.9666750386569843,0.005765204369249162,0.9667361726009217,0.005861408314494929
43,0.9667266426156327,0.0057473023486266095,0.9667241510413003,0.00587293355839962
44,0.9667152561259157,0.005746837889092271,0.9667775280635469,0.005836800883189322
45,0.9668038725522354,0.005740472873548863,0.9668460834383454,0.005817956578440847
46,0.9667898491048587,0.0057008951201683675,0.966754138427182,0.005828364117678186
47,0.9667495485436519,0.0057084536663641805,0.9667692878276918,0.005816422769376017
48,0.966742908132813,0.005708756060937269,0.966663285728528,0.005738221778176969
49,0.966743848407892,0.005699120641600417,0.9666804349881606,0.005762224760040715
