epoch,acc,loss,val_acc,val_loss
0,0.8710740929820742,0.03184590194117508,0.8719091549324411,0.025027955468403928
1,0.8717925787160967,0.023918584776265923,0.871582731370749,0.023377525036259103
2,0.8719168778266846,0.02248596146152238,0.8713425534768043,0.02179680999764341
3,0.8717560386128735,0.02174047736219306,0.8714953866732784,0.021124241431210503
4,0.871969226120769,0.021098305258336114,0.8717900251440928,0.021020948825093165
5,0.8719990423760966,0.020672136203499537,0.8718016371237228,0.020314915463083907
6,0.8718104166245876,0.02018896451960842,0.871994620808181,0.0200674401014278
7,0.8719352150634049,0.019993252993049174,0.8717013047782228,0.019923786957550278
8,0.87183691765257,0.019660587237539766,0.8718417135522981,0.01980798153841759
9,0.8721096135734945,0.01951801112621267,0.8717545996633984,0.019506202569595416
10,0.8717338197157614,0.01931153716734963,0.8714593198687136,0.01928352677368276
11,0.871775133064734,0.01916542483070089,0.8717873129626994,0.019606446242823497
12,0.8718643232684128,0.019000561578751272,0.8712365675329652,0.01927217488215649
13,0.8721183207352452,0.0189587838585428,0.8719134198530935,0.018815020006947146
14,0.8718039396542188,0.01879938435962161,0.8717690495808692,0.018762765076282446
15,0.8719575564192517,0.018772432708628654,0.8717312617240721,0.018650127321710216
16,0.8719398490553235,0.0187085963098595,0.8709898868658064,0.018844561912411673
17,0.8719163066989457,0.018622690250745807,0.8725200976947916,0.018535273296415765
18,0.8717357109116299,0.01854008867519003,0.8714767676617382,0.018362542272900125
19,0.8721297802902439,0.018453151382145764,0.8721856653435254,0.018334102151269748
20,0.8720054091628872,0.018349604385723427,0.8723124485893359,0.018494984931505143
21,0.871774742994369,0.01835860731117073,0.8716376303095961,0.01858148684382396
22,0.8718268801973286,0.018350538380795325,0.8726221914383212,0.01815282923704845
23,0.8721349279542354,0.01827884589524116,0.871883529654243,0.018303589471556067
24,0.8717510086940321,0.018197720732522182,0.8718868652185938,0.018160306834635695
25,0.87179607457102,0.01814709629290833,0.8718694796235688,0.018262232387419818
26,0.8718900877634055,0.01807379129035738,0.8723014373752088,0.01806385853007627
27,0.8718738444775296,0.018033005257702406,0.8713375760638254,0.018530719136997272
28,0.8719680551067585,0.018009902867259793,0.871573585416383,0.018374092069144934
29,0.8721437691036381,0.018027620699268467,0.8721139142754755,0.01794813337606961
30,0.8722254283029568,0.01793539666256346,0.8718151889752049,0.018613490931684424
31,0.8721008387212708,0.017965402350083537,0.8722646439636655,0.01793826585130689
32,0.8717784647990708,0.01787102527786548,0.8719777255697699,0.017879031351455268
33,0.8717584312812273,0.017876948449072883,0.8724486375076115,0.01790752456976518
34,0.8720092651913925,0.017791325123626415,0.8715514294516173,0.017942153288718423
35,0.8720290831028943,0.01785919412021509,0.8720991216525542,0.017763761498602624
36,0.8719906985098511,0.017792931026461786,0.8720244964247253,0.017987825576290382
37,0.871807752259182,0.0177690525856548,0.8722555946861626,0.01802127817964524
38,0.871897814187875,0.017711595086330658,0.8724243570326399,0.017796777962001516
39,0.8717424483429611,0.01770175607076502,0.8713840200285429,0.017956892961102103
40,0.8717679378347805,0.017719153767797015,0.8718510092835283,0.01777058467800369
41,0.8718871468078883,0.017627044203108184,0.871600994242411,0.017777174561764093
42,0.8717917700907697,0.017639500850799794,0.8719694182468039,0.01773621994847918
43,0.8718721075877901,0.01756880035234258,0.8719127139929528,0.01791033353563531
44,0.8718601903616909,0.0175761394292004,0.8720363549431108,0.017539039361137848
45,0.8721809552229717,0.017578419726622392,0.8722722382841369,0.01769982784928039
46,0.8720266168402794,0.017451843576027574,0.8720499052215744,0.01768223452614288
47,0.8719642243606353,0.017463538394989993,0.8720379815717226,0.017552989594819032
48,0.87196686425602,0.017493655263754744,0.8716692818639622,0.0176144073207128
49,0.8719827736472554,0.017465650372534825,0.8716605816264975,0.01753728986902431
