NETWORK STATION CHANNEL START_TIME START_TIME_MINUTES END_TIME END_TIME_MINUTES LAT LON ELEVATION DEPTH AZIMUTH DIP SAMPLE_RATE days
7D J65C BH2 2013-08-19 01:32:00 2014-05-29 23:45:59 47.8913 -125.139801 -169.0 0.0 0.0 -90.0 50.0 283.0
7D J65C BHZ 2013-08-19 01:32:00 2014-05-29 23:45:59 47.8913 -125.139801 -169.0 0.0 0.0 -90.0 50.0 283.0
7D J67A BH1 2011-11-26 00:00:00 2012-05-19 23:59:59 48.150002 -127.084198 -2612.0 0.0 0.0 0.0 50.0 175.0
7D J67A BH2 2011-11-26 00:00:00 2012-05-19 23:59:59 48.150002 -127.084198 -2612.0 0.0 0.0 0.0 50.0 175.0
7D J67A BHZ 2011-11-26 00:00:00 2012-05-19 23:59:59 48.150002 -127.084198 -2612.0 0.0 0.0 -90.0 50.0 175.0
7D J67C BH1 2013-08-05 00:00:00 2014-05-19 23:59:59 48.151001 -127.0868 -2581.0 0.0 0.0 0.0 50.0 287.0
7D J67C BH2 2013-08-05 00:00:00 2014-05-19 23:59:59 48.151001 -127.0868 -2581.0 0.0 0.0 0.0 50.0 287.0
7D J67C BHZ 2013-08-05 00:00:00 2014-05-19 23:59:59 48.151001 -127.0868 -2581.0 0.0 0.0 -90.0 50.0 287.0
7D J68A BH1 2011-11-25 00:00:00 2012-05-19 23:59:59 48.480999 -127.829201 -2590.0 0.0 0.0 0.0 50.0 176.0
7D J68A BH2 2011-11-25 00:00:00 2012-05-19 23:59:59 48.480999 -127.829201 -2590.0 0.0 0.0 0.0 50.0 176.0
7D J68A BHZ 2011-11-25 00:00:00 2012-05-19 23:59:59 48.480999 -127.829201 -2590.0 0.0 0.0 -90.0 50.0 176.0
7D J68C BH1 2013-08-20 10:02:00 2014-05-31 02:07:59 48.481098 -127.8293 -2587.0 0.0 0.0 -90.0 50.0 284.0
7D J68C BH2 2013-08-20 10:02:00 2014-05-31 02:07:59 48.481098 -127.8293 -2587.0 0.0 0.0 -90.0 50.0 284.0
7D J68C BHZ 2013-08-20 10:02:00 2014-05-31 02:07:59 48.481098 -127.8293 -2587.0 0.0 0.0 -90.0 50.0 284.0
7D J69C BH1 2013-08-05 00:00:00 2014-05-17 23:59:59 48.626999 -128.738602 -2544.0 0.0 0.0 0.0 50.0 285.0
7D J69C BH2 2013-08-05 00:00:00 2014-05-17 23:59:59 48.626999 -128.738602 -2544.0 0.0 0.0 0.0 50.0 285.0
7D J69C BHZ 2013-08-05 00:00:00 2014-05-17 23:59:59 48.626999 -128.738602 -2544.0 0.0 0.0 -90.0 50.0 285.0
7D J73A BH1 2011-10-18 03:52:00 2012-07-17 00:59:00 48.7677 -126.192497 -143.3 0.0 0.0 -90.0 50.0 273.0
7D J73A BH2 2011-10-18 03:52:00 2012-07-17 00:59:00 48.7677 -126.192497 -143.3 0.0 0.0 -90.0 50.0 273.0
7D J73A BHZ 2011-10-18 03:52:00 2012-07-17 00:59:00 48.7677 -126.192497 -143.3 0.0 0.0 -90.0 50.0 273.0
7D J73C BH1 2013-08-19 16:50:00 2014-05-30 11:59:00 48.767899 -126.192596 -133.0 0.0 0.0 -90.0 50.0 284.0
7D J73C BH2 2013-08-19 16:50:00 2014-05-30 11:59:00 48.767899 -126.192596 -133.0 0.0 0.0 -90.0 50.0 284.0
7D J73C BHZ 2013-08-19 16:50:00 2014-05-30 11:59:00 48.767899 -126.192596 -133.0 0.0 0.0 -90.0 50.0 284.0
7D M01A BH1 2011-10-18 04:54:00 2012-07-16 21:24:00 49.150398 -126.722099 -132.9 0.0 0.0 -90.0 50.0 272.0
7D M01A BH2 2011-10-18 04:54:00 2012-07-16 21:24:00 49.150398 -126.722099 -132.9 0.0 0.0 -90.0 50.0 272.0
7D M01A BHZ 2011-10-18 04:54:00 2012-07-16 21:24:00 49.150398 -126.722099 -132.9 0.0 0.0 -90.0 50.0 272.0
7D M01C BH1 2013-08-19 20:08:00 2014-05-30 19:32:58 49.150398 -126.722198 -138.0 0.0 0.0 -90.0 50.0 284.0
7D M01C BH2 2013-08-19 20:08:00 2014-05-30 19:32:58 49.150398 -126.722198 -138.0 0.0 0.0 -90.0 50.0 284.0
7D M01C BHZ 2013-08-19 20:08:00 2014-05-30 19:32:58 49.150398 -126.722198 -138.0 0.0 0.0 -90.0 50.0 284.0
7D M02A BH1 2011-10-18 02:30:00 2012-07-16 12:00:00 48.306999 -125.600403 -139.0 0.0 0.0 -90.0 50.0 272.0
7D M02A BH2 2011-10-18 02:30:00 2012-07-16 12:00:00 48.306999 -125.600403 -139.0 0.0 0.0 -90.0 50.0 272.0
7D M02A BHZ 2011-10-18 02:30:00 2012-07-16 12:00:00 48.306999 -125.600403 -139.0 0.0 0.0 -90.0 50.0 272.0
7D M02C BH1 2013-08-19 15:48:00 2014-05-30 08:04:00 48.3069 -125.601196 -141.0 0.0 0.0 -90.0 50.0 284.0
7D M02C BH2 2013-08-19 15:48:00 2014-05-30 08:04:00 48.3069 -125.601196 -141.0 0.0 0.0 -90.0 50.0 284.0
7D M02C BHZ 2013-08-19 15:48:00 2014-05-30 08:04:00 48.3069 -125.601196 -141.0 0.0 0.0 -90.0 50.0 284.0
7D M03A HH1 2011-10-19 14:55:32 2012-07-11 10:24:00 47.888302 -126.103996 -1818.0 0.0 0.0 0.0 125.0 266.0
7D M03A HH2 2011-10-19 14:55:32 2012-07-11 10:24:00 47.888302 -126.103996 -1818.0 0.0 0.0 0.0 125.0 266.0
7D M03A HHZ 2011-10-19 14:55:32 2012-07-11 10:24:00 47.888302 -126.103996 -1818.0 0.0 0.0 -90.0 125.0 266.0
7D M03C BH1 2013-08-19 16:13:00 2014-05-30 04:45:00 47.888401 -126.104599 -1839.0 0.0 0.0 -90.0 50.0 284.0
7D M03C BH2 2013-08-19 16:13:00 2014-05-30 04:45:00 47.888401 -126.104599 -1839.0 0.0 0.0 -90.0 50.0 284.0
7D M03C BHZ 2013-08-19 16:13:00 2014-05-30 04:45:00 47.888401 -126.104599 -1839.0 0.0 0.0 -90.0 50.0 284.0
7D M04A BH1 2011-10-17 19:46:00 2012-07-16 04:28:57 47.558102 -125.1922 -563.4 0.0 0.0 -90.0 50.0 273.0
7D M04A BH2 2011-10-17 19:46:00 2012-07-16 04:28:57 47.558102 -125.1922 -563.4 0.0 0.0 -90.0 50.0 273.0
7D M04A BHZ 2011-10-17 19:46:00 2012-07-16 04:28:57 47.558102 -125.1922 -563.4 0.0 0.0 -90.0 50.0 273.0
7D M04C BH1 2013-08-19 00:31:00 2014-05-29 21:05:12 47.558399 -125.192299 -570.0 0.0 0.0 -90.0 50.0 283.0
7D M04C BH2 2013-08-19 00:31:00 2014-05-29 21:05:12 47.558399 -125.192299 -570.0 0.0 0.0 -90.0 50.0 283.0
7D M04C BHZ 2013-08-19 00:31:00 2014-05-29 21:05:12 47.558399 -125.192299 -570.0 0.0 0.0 -90.0 50.0 283.0
7D M05A BH1 2011-10-17 00:00:00 2012-07-15 15:18:32 46.1735 -124.934601 -828.2 0.0 0.0 -90.0 50.0 272.0
7D M05A BH2 2011-10-17 00:00:00 2012-07-15 15:18:32 46.1735 -124.934601 -828.2 0.0 0.0 -90.0 50.0 272.0
7D M05A BHZ 2011-10-17 00:00:00 2012-07-15 15:18:32 46.1735 -124.934601 -828.2 0.0 0.0 -90.0 50.0 272.0
7D M05C BH1 2013-08-19 00:52:00 2014-05-29 12:44:00 46.1735 -124.934502 -837.0 0.0 0.0 -90.0 50.0 283.0
7D M05C BH2 2013-08-19 00:52:00 2014-05-29 12:44:00 46.1735 -124.934502 -837.0 0.0 0.0 -90.0 50.0 283.0
7D M05C BHZ 2013-08-19 00:52:00 2014-05-29 12:44:00 46.1735 -124.934502 -837.0 0.0 0.0 -90.0 50.0 283.0
7D M06A HH1 2011-10-16 15:43:00 2012-07-17 15:18:36 45.529499 -124.926804 -1439.0 0.0 0.0 0.0 125.0 275.0
7D M06A HH2 2011-10-16 15:43:00 2012-07-17 15:18:36 45.529499 -124.926804 -1439.0 0.0 0.0 0.0 125.0 275.0
7D M06A HHZ 2011-10-16 15:43:00 2012-07-17 15:18:36 45.529499 -124.926804 -1439.0 0.0 0.0 -90.0 125.0 275.0
7D M06C HH1 2013-09-06 15:47:00 2014-06-24 17:03:54 45.528702 -124.926102 -1460.0 0.0 0.0 0.0 125.0 291.0
7D M06C HH2 2013-09-06 15:47:00 2014-06-24 17:03:54 45.528702 -124.926102 -1460.0 0.0 0.0 0.0 125.0 291.0
7D M06C HHZ 2013-09-06 15:47:00 2014-06-24 17:03:54 45.528702 -124.926102 -1460.0 0.0 0.0 -90.0 125.0 291.0
7D M07A BH1 2011-10-15 23:10:00 2012-07-15 19:53:00 44.898701 -125.116798 -1356.5 0.0 0.0 -90.0 50.0 274.0
7D M07A BH2 2011-10-15 23:10:00 2012-07-15 19:53:00 44.898701 -125.116798 -1356.5 0.0 0.0 -90.0 50.0 274.0
7D M07A BHZ 2011-10-15 23:10:00 2012-07-15 19:53:00 44.898701 -125.116798 -1356.5 0.0 0.0 -90.0 50.0 274.0
7D M07C BH1 2013-08-21 21:25:00 2014-06-01 10:25:58 44.8988 -125.116798 -1365.0 0.0 0.0 -90.0 50.0 284.0
7D M07C BH2 2013-08-21 21:25:00 2014-06-01 10:25:58 44.8988 -125.116798 -1365.0 0.0 0.0 -90.0 50.0 284.0
7D M07C BHZ 2013-08-21 21:25:00 2014-06-01 10:25:58 44.8988 -125.116798 -1365.0 0.0 0.0 -90.0 50.0 284.0
7D M08A BH1 2011-10-20 23:50:00 2012-07-18 23:06:00 44.118698 -124.895302 -126.4 0.0 0.0 -90.0 50.0 272.0
7D M08A BH2 2011-10-20 23:50:00 2012-07-18 23:06:00 44.118698 -124.895302 -126.4 0.0 0.0 -90.0 50.0 272.0
7D M08A BHZ 2011-10-20 23:50:00 2012-07-18 23:06:00 44.118698 -124.895302 -126.4 0.0 0.0 -90.0 50.0 272.0
7D M08C BH1 2013-08-21 21:39:00 2014-06-01 15:01:59 44.1185 -124.895401 -131.0 0.0 0.0 -90.0 50.0 284.0
7D M08C BH2 2013-08-21 21:39:00 2014-06-01 15:01:59 44.1185 -124.895401 -131.0 0.0 0.0 -90.0 50.0 284.0
7D M08C BHZ 2013-08-21 21:39:00 2014-06-01 15:01:59 44.1185 -124.895401 -131.0 0.0 0.0 -90.0 50.0 284.0
7D M09B HH1 2012-07-17 09:43:30 2013-06-28 03:58:54 44.249699 -125.058899 -914.0 0.0 0.0 0.0 125.0 346.0
7D M09B HH2 2012-07-17 09:43:30 2013-06-28 03:58:54 44.249699 -125.058899 -914.0 0.0 0.0 0.0 125.0 346.0
7D M09B HHZ 2012-07-17 09:43:30 2013-06-28 03:58:54 44.249699 -125.058899 -914.0 0.0 0.0 -90.0 125.0 346.0
7D M10B HH1 2012-07-16 19:14:30 2013-06-29 02:02:00 43.624802 -124.972801 -675.0 0.0 0.0 0.0 125.0 348.0
7D M10B HH2 2012-07-16 19:14:30 2013-06-29 02:02:00 43.624802 -124.972801 -675.0 0.0 0.0 0.0 125.0 348.0
7D M10B HHZ 2012-07-16 19:14:30 2013-06-29 02:02:00 43.624802 -124.972801 -675.0 0.0 0.0 -90.0 125.0 348.0
7D M11B BH1 2012-09-02 07:06:00 2013-06-18 12:20:00 42.931999 -125.017097 -1109.0 0.0 0.0 -90.0 50.0 289.0
7D M11B BH2 2012-09-02 07:06:00 2013-06-18 12:20:00 42.931999 -125.017097 -1109.0 0.0 0.0 -90.0 50.0 289.0
7D M11B BHZ 2012-09-02 07:06:00 2013-06-18 12:20:00 42.931999 -125.017097 -1109.0 0.0 0.0 -90.0 50.0 289.0
7D M12B BH1 2012-09-02 12:31:00 2013-06-18 17:12:00 42.183998 -124.946098 -1045.0 0.0 0.0 -90.0 50.0 289.0
7D M12B BH2 2012-09-02 12:31:00 2013-06-18 17:12:00 42.183998 -124.946098 -1045.0 0.0 0.0 -90.0 50.0 289.0
7D M12B BHZ 2012-09-02 12:31:00 2013-06-18 17:12:00 42.183998 -124.946098 -1045.0 0.0 0.0 -90.0 50.0 289.0
7D M13B HH1 2012-09-18 21:18:33 2013-06-30 04:36:00 41.671501 -124.859596 -909.0 0.0 0.0 0.0 125.0 285.0
7D M13B HH2 2012-09-18 21:18:33 2013-06-30 04:36:00 41.671501 -124.859596 -909.0 0.0 0.0 0.0 125.0 285.0
7D M13B HHZ 2012-09-18 21:18:33 2013-06-30 04:36:00 41.671501 -124.859596 -909.0 0.0 0.0 -90.0 125.0 285.0
7D M13D HH1 2014-09-09 13:47:20 2015-09-05 15:10:01 43.597301 -125.044601 -990.0 0.0 0.0 0.0 125.0 361.0
7D M13D HH2 2014-09-09 13:47:20 2015-09-05 15:10:01 43.597301 -125.044601 -990.0 0.0 0.0 0.0 125.0 361.0
7D M13D HHZ 2014-09-09 13:47:20 2015-09-05 15:10:01 43.597301 -125.044601 -990.0 0.0 0.0 -90.0 125.0 361.0
7D M14B BH1 2012-09-02 22:56:00 2013-06-19 00:28:00 40.985001 -124.589699 -638.0 0.0 0.0 -90.0 50.0 290.0
7D M14B BH2 2012-09-02 22:56:00 2013-06-19 00:28:00 40.985001 -124.589699 -638.0 0.0 0.0 -90.0 50.0 290.0
7D M14B BHZ 2012-09-02 22:56:00 2013-06-19 00:28:00 40.985001 -124.589699 -638.0 0.0 0.0 -90.0 50.0 290.0
7D M14D HH1 2014-09-10 13:44:20 2014-12-03 08:44:19 42.913601 -124.977898 -997.0 0.0 0.0 0.0 125.0 84.0
7D M14D HH2 2014-09-10 13:44:20 2014-12-03 08:44:19 42.913601 -124.977898 -997.0 0.0 0.0 0.0 125.0 84.0
7D M14D HHZ 2014-09-10 13:44:20 2014-12-03 08:44:19 42.913601 -124.977898 -997.0 0.0 0.0 -90.0 125.0 84.0
7D M15D HH1 2014-09-11 19:08:20 2015-06-27 16:57:50 42.210701 -124.907402 -933.0 0.0 0.0 0.0 125.0 289.0
7D M15D HH2 2014-09-11 19:08:20 2015-06-27 16:57:50 42.210701 -124.907402 -933.0 0.0 0.0 0.0 125.0 289.0
7D M15D HHZ 2014-09-11 19:08:20 2015-06-27 16:57:50 42.210701 -124.907402 -933.0 0.0 0.0 -90.0 125.0 289.0
7D M16D BH1 2014-08-12 15:58:00 2015-09-17 16:43:54 41.6618 -124.807098 -882.0 0.0 0.0 -90.0 50.0 401.0
7D M16D BH2 2014-08-12 15:58:00 2015-09-17 16:43:54 41.6618 -124.807098 -882.0 0.0 0.0 -90.0 50.0 401.0
7D M16D BHZ 2014-08-12 15:58:00 2015-09-17 16:43:54 41.6618 -124.807098 -882.0 0.0 0.0 -90.0 50.0 401.0
7D M17D HH1 2014-09-12 19:58:50 2015-09-08 21:18:00 41.036999 -124.629799 -749.0 0.0 0.0 0.0 125.0 361.0
7D M17D HH2 2014-09-12 19:58:50 2015-09-08 21:18:00 41.036999 -124.629799 -749.0 0.0 0.0 0.0 125.0 361.0
7D M17D HHZ 2014-09-12 19:58:50 2015-09-08 21:18:00 41.036999 -124.629799 -749.0 0.0 0.0 -90.0 125.0 361.0
7D M18B HH1 2012-07-14 14:09:31 2013-06-27 06:53:46 44.8871 -124.971199 -720.0 0.0 0.0 0.0 125.0 348.0
7D M18B HH2 2012-07-14 14:09:31 2013-06-27 06:53:46 44.8871 -124.971199 -720.0 0.0 0.0 0.0 125.0 348.0
7D M18B HHZ 2012-07-14 14:09:31 2013-06-27 06:53:46 44.8871 -124.971199 -720.0 0.0 0.0 -90.0 125.0 348.0
OO AXAS1 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933559 -129.999207 -1529.0 0.0 90.0 0.0 200.0 213819.0
OO AXAS1 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933559 -129.999207 -1529.0 0.0 0.0 0.0 200.0 213819.0
OO AXAS1 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933559 -129.999207 -1529.0 0.0 -90.0 200.0  213819.0
OO AXAS1 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933559 -129.999207 -1529.0 0.0 90.0 0.0 40.0 213819.0
OO AXAS1 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933559 -129.999207 -1529.0 0.0 0.0 0.0 40.0 213819.0
OO AXAS1 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933559 -129.999207 -1529.0 0.0 -90.0 40.0  213819.0
OO AXAS2 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933769 -130.014099 -1544.4 0.0 90.0 0.0 200.0 213819.0
OO AXAS2 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933769 -130.014099 -1544.4 0.0 0.0 0.0 200.0 213819.0
OO AXAS2 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933769 -130.014099 -1544.4 0.0 -90.0 200.0  213819.0
OO AXAS2 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933769 -130.014099 -1544.4 0.0 90.0 0.0 40.0 213819.0
OO AXAS2 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933769 -130.014099 -1544.4 0.0 0.0 0.0 40.0 213819.0
OO AXAS2 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.933769 -130.014099 -1544.4 0.0 -90.0 40.0  213819.0
OO AXBA1 BHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.820179 -129.736694 -2607.2 0.0 90.0 0.0 40.0 213819.0
OO AXBA1 BHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.820179 -129.736694 -2607.2 0.0 0.0 0.0 40.0 213819.0
OO AXBA1 BHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.820179 -129.736694 -2607.2 0.0 0.0 -90.0 40.0 213819.0
OO AXBA1 HHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.820179 -129.736694 -2607.2 0.0 90.0 0.0 200.0 213819.0
OO AXBA1 HHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.820179 -129.736694 -2607.2 0.0 0.0 0.0 200.0 213819.0
OO AXBA1 HHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.820179 -129.736694 -2607.2 0.0 0.0 -90.0 200.0 213819.0
OO AXCC1 BHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.954681 -130.008896 -1528.0 0.0 90.0 0.0 40.0 213819.0
OO AXCC1 BHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.954681 -130.008896 -1528.0 0.0 0.0 0.0 40.0 213819.0
OO AXCC1 BHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.954681 -130.008896 -1528.0 0.0 0.0 -90.0 40.0 213819.0
OO AXCC1 HHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.954681 -130.008896 -1528.0 0.0 90.0 0.0 200.0 213819.0
OO AXCC1 HHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.954681 -130.008896 -1528.0 0.0 0.0 0.0 200.0 213819.0
OO AXCC1 HHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.954681 -130.008896 -1528.0 0.0 0.0 -90.0 200.0 213819.0
OO AXEC1 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.949581 -129.979706 -1512.0 0.0 218.0 0.0 200.0 213819.0
OO AXEC1 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.949581 -129.979706 -1512.0 0.0 128.0 0.0 200.0 213819.0
OO AXEC1 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.949581 -129.979706 -1512.0 0.0 -90.0 200.0  213819.0
OO AXEC1 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.949581 -129.979706 -1512.0 0.0 218.0 0.0 40.0 213819.0
OO AXEC1 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.949581 -129.979706 -1512.0 0.0 128.0 0.0 40.0 213819.0
OO AXEC1 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.949581 -129.979706 -1512.0 0.0 -90.0 40.0  213819.0
OO AXEC2 BHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.939671 -129.973801 -1519.0 0.0 90.0 0.0 40.0 213819.0
OO AXEC2 BHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.939671 -129.973801 -1519.0 0.0 0.0 0.0 40.0 213819.0
OO AXEC2 BHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.939671 -129.973801 -1519.0 0.0 0.0 -90.0 40.0 213819.0
OO AXEC2 HHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.939671 -129.973801 -1519.0 0.0 90.0 0.0 200.0 213819.0
OO AXEC2 HHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.939671 -129.973801 -1519.0 0.0 0.0 0.0 200.0 213819.0
OO AXEC2 HHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.939671 -129.973801 -1519.0 0.0 0.0 -90.0 200.0 213819.0
OO AXEC3 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.936069 -129.9785 -1516.0 0.0 125.0 0.0 200.0 213819.0
OO AXEC3 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.936069 -129.9785 -1516.0 0.0 35.0 0.0 200.0 213819.0
OO AXEC3 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.936069 -129.9785 -1516.0 0.0 -90.0 200.0  213819.0
OO AXEC3 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.936069 -129.9785 -1516.0 0.0 125.0 0.0 40.0 213819.0
OO AXEC3 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.936069 -129.9785 -1516.0 0.0 35.0 0.0 40.0 213819.0
OO AXEC3 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.936069 -129.9785 -1516.0 0.0 -90.0 40.0  213819.0
OO AXID1 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.925732 -129.977997 -1527.5 0.0 90.0 0.0 200.0 213819.0
OO AXID1 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.925732 -129.977997 -1527.5 0.0 0.0 0.0 200.0 213819.0
OO AXID1 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.925732 -129.977997 -1527.5 0.0 -90.0 200.0  213819.0
OO AXID1 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 45.925732 -129.977997 -1527.5 0.0 125.0 0.0 40.0 213819.0
OO AXID1 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 45.925732 -129.977997 -1527.5 0.0 35.0 0.0 40.0 213819.0
OO AXID1 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 45.925732 -129.977997 -1527.5 0.0 -90.0 40.0  213819.0
OO HYS11 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.573029 -125.152496 -817.5 0.0 125.0 0.0 200.0 213819.0
OO HYS11 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.573029 -125.152496 -817.5 0.0 0.0 0.0 200.0 213819.0
OO HYS11 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.573029 -125.152496 -817.5 0.0 -90.0 200.0  213819.0
OO HYS11 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.573029 -125.152496 -817.5 0.0 125.0 0.0 40.0 213819.0
OO HYS11 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.573029 -125.152496 -817.5 0.0 35.0 0.0 40.0 213819.0
OO HYS11 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.573029 -125.152496 -817.5 0.0 -90.0 40.0  213819.0
OO HYS12 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.5732 -125.143898 -788.0 0.0 125.0 0.0 200.0 213819.0
OO HYS12 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.5732 -125.143898 -788.0 0.0 35.0 0.0 200.0 213819.0
OO HYS12 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.5732 -125.143898 -788.0 0.0 -90.0 200.0  213819.0
OO HYS12 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.5732 -125.143898 -788.0 0.0 125.0 0.0 40.0 213819.0
OO HYS12 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.5732 -125.143898 -788.0 0.0 35.0 0.0 40.0 213819.0
OO HYS12 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.5732 -125.143898 -788.0 0.0 -90.0 40.0  213819.0
OO HYS13 EHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.567402 -125.144203 -789.0 0.0 125.0 0.0 200.0 213819.0
OO HYS13 EHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.567402 -125.144203 -789.0 0.0 35.0 0.0 200.0 213819.0
OO HYS13 EHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.567402 -125.144203 -789.0 0.0 -90.0 200.0  213819.0
OO HYS13 SHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.567402 -125.144203 -789.0 0.0 125.0 0.0 40.0 213819.0
OO HYS13 SHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.567402 -125.144203 -789.0 0.0 35.0 0.0 40.0 213819.0
OO HYS13 SHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.567402 -125.144203 -789.0 0.0 -90.0 40.0  213819.0
OO HYS14 BHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.569118 -125.147903 -784.7 0.0 90.0 0.0 40.0 213819.0
OO HYS14 BHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.569118 -125.147903 -784.7 0.0 0.0 0.0 40.0 213819.0
OO HYS14 BHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.569118 -125.147903 -784.7 0.0 0.0 -90.0 40.0 213819.0
OO HYS14 HHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.569118 -125.147903 -784.7 0.0 90.0 0.0 200.0 213819.0
OO HYS14 HHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.569118 -125.147903 -784.7 0.0 0.0 0.0 200.0 213819.0
OO HYS14 HHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.569118 -125.147903 -784.7 0.0 0.0 -90.0 200.0 213819.0
OO HYSB1 BHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.509781 -125.405296 -2920.5 0.0 90.0 0.0 40.0 213819.0
OO HYSB1 BHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.509781 -125.405296 -2920.5 0.0 0.0 0.0 40.0 213819.0
OO HYSB1 BHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.509781 -125.405296 -2920.5 0.0 0.0 -90.0 40.0 213819.0
OO HYSB1 HHE 2014-08-01 00:00:00 2599-12-31 23:59:59 44.509781 -125.405296 -2920.5 0.0 90.0 0.0 200.0 213819.0
OO HYSB1 HHN 2014-08-01 00:00:00 2599-12-31 23:59:59 44.509781 -125.405296 -2920.5 0.0 0.0 0.0 200.0 213819.0
OO HYSB1 HHZ 2014-08-01 00:00:00 2599-12-31 23:59:59 44.509781 -125.405296 -2920.5 0.0 0.0 -90.0 200.0 213819.0
X9 BB030 HH1 2012-09-18 00:00:00 2013-10-04 23:59:59 42.9473 -126.933601 -2730.0 0.0 0.0 0.0 100.0 381.0
X9 BB030 HH2 2012-09-18 00:00:00 2013-10-04 23:59:59 42.9473 -126.933601 -2730.0 0.0 0.0 0.0 100.0 381.0
X9 BB030 HHZ 2012-09-18 00:00:00 2013-10-04 23:59:59 42.9473 -126.933601 -2730.0 0.0 0.0 -90.0 100.0 381.0
X9 BB060 HH1 2012-09-19 00:00:00 2013-10-05 23:59:59 42.856098 -126.113297 -2795.0 0.0 0.0 0.0 100.0 381.0
