NETWORK STATION CHANNEL START_TIME START_TIME_MINUTES END_TIME END_TIME_MINUTES LAT LON ELEVATION DEPTH AZIMUTH DIP SAMPLE_RATE days
UO BEER HHN 2016-10-01 00:00:00 3000-01-01 00:00:00 44.10774 -123.84725 117.0 0.0 0.0 0.0 100.0 359125.0
UO BEER HHZ 2016-10-01 00:00:00 3000-01-01 00:00:00 44.10774 -123.84725 117.0 0.0 0.0 -90.0 100.0 359125.0
UO BUCK BHE 2010-07-29 00:00:00 2018-06-15 00:00:00 44.19731 -122.98619 964.0 0.0 90.0 0.0 50.0 2878.0
UO BUCK BHN 2010-07-29 00:00:00 2018-06-15 00:00:00 44.19731 -122.98619 964.0 0.0 0.0 0.0 50.0 2878.0
UO BUCK BHZ 2010-07-29 00:00:00 2018-06-15 00:00:00 44.19731 -122.98619 964.0 0.0 0.0 -90.0 50.0 2878.0
UO BUCK HHE 2018-06-15 00:00:00 3000-01-01 00:00:00 44.19731 -122.98619 964.0 0.0 90.0 0.0 100.0 358503.0
UO BUCK HHN 2018-06-15 00:00:00 3000-01-01 00:00:00 44.19731 -122.98619 964.0 0.0 0.0 0.0 100.0 358503.0
UO BUCK HHZ 2018-06-15 00:00:00 3000-01-01 00:00:00 44.19731 -122.98619 964.0 0.0 0.0 -90.0 100.0 358503.0
UO CAVE HHE 2016-10-01 00:00:00 3000-01-01 00:00:00 42.12087 -123.57071 440.0 0.0 90.0 0.0 100.0 359125.0
UO CAVE HHN 2016-10-01 00:00:00 3000-01-01 00:00:00 42.12087 -123.57071 440.0 0.0 0.0 0.0 100.0 359125.0
UO CAVE HHZ 2016-10-01 00:00:00 3000-01-01 00:00:00 42.12087 -123.57071 440.0 0.0 0.0 -90.0 100.0 359125.0
UO CHIL HHE 2016-10-01 00:00:00 2020-10-01 14:52:00 42.62456 -121.75364 1315.0 0.0 90.0 0.0 100.0 1461.0
UO CHIL HHN 2016-10-01 00:00:00 2020-10-01 14:52:00 42.62456 -121.75364 1315.0 0.0 0.0 0.0 100.0 1461.0
UO CHIL HHZ 2016-10-01 00:00:00 2020-10-01 14:52:00 42.62456 -121.75364 1315.0 0.0 0.0 -90.0 100.0 1461.0
UO DBO BHE 2000-01-07 00:00:00 2011-08-17 00:00:00 43.118721 -123.244423 957.0 0.0 90.0 0.0 50.0 4240.0
UO DBO BHE 2011-08-17 00:00:00 2018-07-03 00:00:00 43.118721 -123.244423 957.0 0.0 90.0 0.0 40.0 2512.0
UO DBO BHN 2000-01-07 00:00:00 2011-08-17 00:00:00 43.118721 -123.244423 957.0 0.0 0.0 0.0 50.0 4240.0
UO DBO BHN 2011-08-17 00:00:00 2018-07-03 00:00:00 43.118721 -123.244423 957.0 0.0 0.0 0.0 40.0 2512.0
UO DBO BHZ 2000-01-07 00:00:00 2011-08-17 00:00:00 43.118721 -123.244423 957.0 0.0 0.0 -90.0 50.0 4240.0
UO DBO BHZ 2011-08-17 00:00:00 2018-07-03 00:00:00 43.118721 -123.244423 957.0 0.0 0.0 -90.0 40.0 2512.0
UO DBO HHE 2018-07-03 00:00:02 3000-01-01 00:00:00 43.118721 -123.244423 957.0 0.0 90.0 0.0 100.0 358485.0
UO DBO HHN 2018-07-03 00:00:02 3000-01-01 00:00:00 43.118721 -123.244423 957.0 0.0 0.0 0.0 100.0 358485.0
UO DBO HHZ 2018-07-03 00:00:02 3000-01-01 00:00:00 43.118721 -123.244423 957.0 0.0 0.0 -90.0 100.0 358485.0
UO DFAZ HHE 2016-10-01 00:00:00 2599-12-31 23:59:59 43.240601 -122.109299 1948.0 0.0 89.7 0.0 100.0 213027.0
UO DFAZ HHN 2016-10-01 00:00:00 2599-12-31 23:59:59 43.240601 -122.109299 1948.0 0.0 359.7 0.0 100.0 213027.0
UO DFAZ HHZ 2016-10-01 00:00:00 2599-12-31 23:59:59 43.240601 -122.109299 1948.0 0.0 0.0 -90.0 100.0 213027.0
UO DING HHE 2019-01-16 08:00:00 2020-08-20 00:00:00 42.86189 -124.05399 100.0 0.0 90.0 0.0 100.0 582.0
UO DING HHE 2020-08-20 00:00:00 3000-01-01 00:00:00 42.86189 -124.05399 100.0 0.0 90.0 0.0 100.0 357706.0
UO DING HHN 2019-01-16 08:00:00 2020-08-20 00:00:00 42.86189 -124.05399 100.0 0.0 0.0 0.0 100.0 582.0
UO DING HHN 2020-08-20 00:00:00 3000-01-01 00:00:00 42.86189 -124.05399 100.0 0.0 0.0 0.0 100.0 357706.0
UO DING HHZ 2019-01-16 08:00:00 2020-08-20 00:00:00 42.86189 -124.05399 100.0 0.0 0.0 -90.0 100.0 582.0
UO DING HHZ 2020-08-20 00:00:00 3000-01-01 00:00:00 42.86189 -124.05399 100.0 0.0 0.0 -90.0 100.0 357706.0
UO DRAN HHE 2016-10-01 00:00:00 2020-11-12 00:00:00 43.69716 -123.34871 140.6 0.0 90.0 0.0 100.0 1503.0
UO DRAN HHE 2020-11-14 23:40:41 3000-01-01 00:00:00 43.69716 -123.34871 140.6 1.5 90.0 0.0 100.0 357620.0
UO DRAN HHN 2016-10-01 00:00:00 2020-11-12 00:00:00 43.69716 -123.34871 140.6 0.0 0.0 0.0 100.0 1503.0
UO DRAN HHN 2020-11-14 23:40:41 3000-01-01 00:00:00 43.69716 -123.34871 140.6 1.5 0.0 0.0 100.0 357620.0
UO DRAN HHZ 2016-10-01 00:00:00 2020-11-12 00:00:00 43.69716 -123.34871 140.6 0.0 0.0 -90.0 100.0 1503.0
UO DRAN HHZ 2020-11-14 23:40:41 3000-01-01 00:00:00 43.69716 -123.34871 140.6 1.5 0.0 -90.0 100.0 357620.0
UO EUO BHE 2001-04-18 00:00:00 2010-04-22 00:00:00 44.029202 -123.070099 160.0 0.0 90.0 0.0 50.0 3291.0
UO EUO BHN 2001-04-18 00:00:00 2010-04-22 00:00:00 44.029202 -123.070099 160.0 0.0 0.0 0.0 50.0 3291.0
UO EUO BHZ 2001-04-18 00:00:00 2010-04-22 00:00:00 44.029202 -123.070099 160.0 0.0 0.0 -90.0 50.0 3291.0
UO FHAC HHE 2016-10-01 00:00:00 2020-08-17 21:08:00 44.33858 -121.33952 811.0 0.0 90.0 0.0 100.0 1416.0
UO FHAC HHE 2020-08-17 21:08:00 3000-01-01 00:00:00 44.33858 -121.33952 811.0 0.0 90.0 0.0 100.0 357709.0
UO FHAC HHN 2016-10-01 00:00:00 2020-08-17 21:08:00 44.33858 -121.33952 811.0 0.0 0.0 0.0 100.0 1416.0
UO FHAC HHN 2020-08-17 21:08:00 3000-01-01 00:00:00 44.33858 -121.33952 811.0 0.0 0.0 0.0 100.0 357709.0
UO FHAC HHZ 2016-10-01 00:00:00 2020-08-17 21:08:00 44.33858 -121.33952 811.0 0.0 0.0 -90.0 100.0 1416.0
UO FHAC HHZ 2020-08-17 21:08:00 3000-01-01 00:00:00 44.33858 -121.33952 811.0 0.0 0.0 -90.0 100.0 357709.0
UO FRIS EHZ 2002-09-04 00:00:00 2006-06-12 00:00:00 44.212101 -122.1017 1642.0 0.0 0.0 -90.0 100.0 1377.0
UO FRIS EHZ 2006-06-12 00:00:00 2012-02-19 00:00:00 44.212101 -122.1017 1642.0 0.0 0.0 -90.0 100.0 2078.0
UO FRIS EHZ 2012-02-19 00:00:00 2015-10-29 00:00:00 44.212101 -122.1017 1642.0 0.0 0.0 -90.0 100.0 1348.0
UO GROV HHE 2020-09-08 18:28:51 3000-01-01 00:00:00 45.537666 -123.157477 99.0 3.0 90.0 0.0 100.0 357687.0
UO GROV HHN 2020-09-08 18:28:51 3000-01-01 00:00:00 45.537666 -123.157477 99.0 3.0 0.0 0.0 100.0 357687.0
UO GROV HHZ 2020-09-08 18:28:51 3000-01-01 00:00:00 45.537666 -123.157477 99.0 3.0 0.0 -90.0 100.0 357687.0
UO HBUG HHE 2020-07-08 21:25:00 3000-01-01 00:00:00 42.64079 -124.37943 387.67 0.0 90.0 0.0 100.0 357749.0
UO HBUG HHN 2020-07-08 21:25:00 3000-01-01 00:00:00 42.64079 -124.37943 387.67 0.0 0.0 0.0 100.0 357749.0
UO HBUG HHZ 2020-07-08 21:25:00 3000-01-01 00:00:00 42.64079 -124.37943 387.67 0.0 0.0 -90.0 100.0 357749.0
UO HUO EHE 2001-10-25 00:00:00 2012-02-19 00:00:00 44.119499 -121.849297 2037.0 0.0 90.0 0.0 100.0 3769.0
UO HUO EHE 2012-02-19 00:00:00 2015-10-29 00:00:00 44.119499 -121.849297 2037.0 0.0 90.0 0.0 100.0 1348.0
UO HUO EHN 2001-10-25 00:00:00 2012-02-19 00:00:00 44.119499 -121.849297 2037.0 0.0 0.0 0.0 100.0 3769.0
UO HUO EHN 2012-02-19 00:00:00 2015-10-29 00:00:00 44.119499 -121.849297 2037.0 0.0 0.0 0.0 100.0 1348.0
UO HUO EHZ 2001-10-25 00:00:00 2012-02-19 00:00:00 44.119499 -121.849297 2037.0 0.0 0.0 -90.0 100.0 3769.0
UO HUO EHZ 2012-02-19 00:00:00 2015-10-29 00:00:00 44.119499 -121.849297 2037.0 0.0 0.0 -90.0 100.0 1348.0
UO IRO EHZ 2002-09-04 00:00:00 2012-02-19 00:00:00 44.0051 -122.255402 1642.0 0.0 0.0 -90.0 100.0 3455.0
UO IRO EHZ 2012-02-19 00:00:00 2015-10-29 00:00:00 44.0051 -122.255402 1642.0 0.0 0.0 -90.0 100.0 1348.0
UO IRYS HHE 2020-08-27 20:25:00 3000-01-01 00:00:00 43.885589 -123.256973 330.82 0.0 90.0 0.0 100.0 357699.0
UO IRYS HHN 2020-08-27 20:25:00 3000-01-01 00:00:00 43.885589 -123.256973 330.82 0.0 0.0 0.0 100.0 357699.0
UO IRYS HHZ 2020-08-27 20:25:00 3000-01-01 00:00:00 43.885589 -123.256973 330.82 0.0 0.0 -90.0 100.0 357699.0
UO JAZZ HHE 2020-08-20 00:00:00 3000-01-01 00:00:00 43.034014 -118.934484 1585.0 0.0 90.0 0.0 100.0 357706.0
UO JAZZ HHN 2020-08-20 00:00:00 3000-01-01 00:00:00 43.034014 -118.934484 1585.0 0.0 0.0 0.0 100.0 357706.0
UO JAZZ HHZ 2020-08-20 00:00:00 3000-01-01 00:00:00 43.034014 -118.934484 1585.0 0.0 0.0 -90.0 100.0 357706.0
UO JESE HHE 2016-10-01 00:00:00 2599-12-31 23:59:59 45.242199 -121.316704 592.0 0.0 90.0 0.0 100.0 213027.0
UO JESE HHN 2016-10-01 00:00:00 2599-12-31 23:59:59 45.242199 -121.316704 592.0 0.0 0.0 0.0 100.0 213027.0
UO JESE HHZ 2016-10-01 00:00:00 2599-12-31 23:59:59 45.242199 -121.316704 592.0 0.0 0.0 -90.0 100.0 213027.0
UO KBO HHE 2020-06-25 21:00:00 2021-04-08 00:00:00 42.212357 -124.225983 1010.0 0.0 90.0 0.0 100.0 287.0
UO KBO HHE 2021-04-08 00:00:00 3000-01-01 00:00:00 42.212357 -124.225983 1010.0 0.0 90.0 0.0 100.0 357475.0
UO KBO HHN 2020-06-25 21:00:00 2021-04-08 00:00:00 42.212357 -124.225983 1010.0 0.0 0.0 0.0 100.0 287.0
UO KBO HHN 2021-04-08 00:00:00 3000-01-01 00:00:00 42.212357 -124.225983 1010.0 0.0 0.0 0.0 100.0 357475.0
UO KBO HHZ 2020-06-25 21:00:00 2021-04-08 00:00:00 42.212357 -124.225983 1010.0 0.0 0.0 -90.0 100.0 287.0
UO KBO HHZ 2021-04-08 00:00:00 3000-01-01 00:00:00 42.212357 -124.225983 1010.0 0.0 0.0 -90.0 100.0 357475.0
UO KEB HHE 2020-06-26 00:00:00 3000-01-01 00:00:00 42.872351 -124.334191 846.0 0.0 90.0 0.0 100.0 357761.0
UO KEB HHN 2020-06-26 00:00:00 3000-01-01 00:00:00 42.872351 -124.334191 846.0 0.0 0.0 0.0 100.0 357761.0
UO KEB HHZ 2020-06-26 00:00:00 3000-01-01 00:00:00 42.872351 -124.334191 846.0 0.0 0.0 -90.0 100.0 357761.0
UO KUHN HHE 2020-11-14 00:00:00 3000-01-01 00:00:00 45.78521 -122.89579 90.8 3.0 90.0 0.0 100.0 357620.0
UO KUHN HHN 2020-11-14 00:00:00 3000-01-01 00:00:00 45.78521 -122.89579 90.8 3.0 0.0 0.0 100.0 357620.0
UO KUHN HHZ 2020-11-14 00:00:00 3000-01-01 00:00:00 45.78521 -122.89579 90.8 3.0 0.0 -90.0 100.0 357620.0
UO LAIR HHE 2016-10-01 00:00:00 2599-12-31 23:59:59 43.161499 -123.931396 127.8 0.0 90.0 0.0 100.0 213027.0
UO LAIR HHN 2016-10-01 00:00:00 2599-12-31 23:59:59 43.161499 -123.931396 127.8 0.0 0.0 0.0 100.0 213027.0
UO LAIR HHZ 2016-10-01 00:00:00 2599-12-31 23:59:59 43.161499 -123.931396 127.8 0.0 0.0 -90.0 100.0 213027.0
UO LOKI HHE 2020-08-28 19:00:00 3000-01-01 00:00:00 45.06207 -123.10753 159.3 0.0 90.0 0.0 100.0 357698.0
UO LOKI HHN 2020-08-28 19:00:00 3000-01-01 00:00:00 45.06207 -123.10753 159.3 0.0 0.0 0.0 100.0 357698.0
UO LOKI HHZ 2020-08-28 19:00:00 3000-01-01 00:00:00 45.06207 -123.10753 159.3 0.0 0.0 -90.0 100.0 357698.0
UO MARQ HHE 2018-08-04 00:00:00 2020-08-27 20:25:00 45.065917 -122.668535 159.0 0.0 90.0 0.0 100.0 754.0
UO MARQ HHE 2020-08-27 20:25:00 3000-01-01 00:00:00 45.065917 -122.668535 159.0 0.0 90.0 0.0 100.0 357699.0
UO MARQ HHN 2018-08-04 00:00:00 2020-08-27 20:25:00 45.065917 -122.668535 159.0 0.0 0.0 0.0 100.0 754.0
UO MARQ HHN 2020-08-27 20:25:00 3000-01-01 00:00:00 45.065917 -122.668535 159.0 0.0 0.0 0.0 100.0 357699.0
UO MARQ HHZ 2018-08-04 00:00:00 2020-08-27 20:25:00 45.065917 -122.668535 159.0 0.0 0.0 -90.0 100.0 754.0
UO MARQ HHZ 2020-08-27 20:25:00 3000-01-01 00:00:00 45.065917 -122.668535 159.0 0.0 0.0 -90.0 100.0 357699.0
UO MINN HHE 2016-10-01 00:00:00 2599-12-31 23:59:59 45.211498 -123.264099 222.0 0.0 90.0 0.0 100.0 213027.0
UO MINN HHN 2016-10-01 00:00:00 2599-12-31 23:59:59 45.211498 -123.264099 222.0 0.0 0.0 0.0 100.0 213027.0
UO MINN HHZ 2016-10-01 00:00:00 2599-12-31 23:59:59 45.211498 -123.264099 222.0 0.0 0.0 -90.0 100.0 213027.0
UO MONKS HHE 2020-02-27 00:00:00 3000-01-01 00:00:00 45.9942 -123.003617 380.0 0.0 90.0 0.0 100.0 357881.0
UO MONKS HHN 2020-02-27 00:00:00 3000-01-01 00:00:00 45.9942 -123.003617 380.0 0.0 0.0 0.0 100.0 357881.0
UO MONKS HHZ 2020-02-27 00:00:00 3000-01-01 00:00:00 45.9942 -123.003617 380.0 0.0 0.0 -90.0 100.0 357881.0
UO NATH HHE 2016-10-01 00:00:00 2020-08-15 22:30:00 43.7941 -122.41135 729.0 0.0 90.0 0.0 100.0 1414.0
UO NATH HHE 2020-08-17 00:00:00 3000-01-01 00:00:00 43.7941 -122.41135 729.0 0.0 90.0 0.0 100.0 357709.0
UO NATH HHN 2016-10-01 00:00:00 2020-08-15 22:30:00 43.7941 -122.41135 729.0 0.0 0.0 0.0 100.0 1414.0
UO NATH HHN 2020-08-17 00:00:00 3000-01-01 00:00:00 43.7941 -122.41135 729.0 0.0 0.0 0.0 100.0 357709.0
UO NATH HHZ 2016-10-01 00:00:00 2020-08-15 22:30:00 43.7941 -122.41135 729.0 0.0 0.0 -90.0 100.0 1414.0
UO NATH HHZ 2020-08-17 00:00:00 3000-01-01 00:00:00 43.7941 -122.41135 729.0 0.0 0.0 -90.0 100.0 357709.0
UO NBFR HHE 2020-08-28 19:00:00 3000-01-01 00:00:00 45.72615 -123.85323 12.5 0.0 90.0 0.0 100.0 357698.0
UO NBFR HHN 2020-08-28 19:00:00 3000-01-01 00:00:00 45.72615 -123.85323 12.5 0.0 0.0 0.0 100.0 357698.0
UO NBFR HHZ 2020-08-28 19:00:00 3000-01-01 00:00:00 45.72615 -123.85323 12.5 0.0 0.0 -90.0 100.0 357698.0
UO OTLW HHE 2019-07-03 00:00:00 2020-08-27 20:25:00 44.296736 -121.574443 983.0 1.07 90.0 0.0 100.0 421.0
UO OTLW HHE 2020-08-27 20:25:00 3000-01-01 00:00:00 44.296736 -121.574443 983.0 1.07 90.0 0.0 100.0 357699.0
UO OTLW HHN 2019-07-03 00:00:00 2020-08-27 20:25:00 44.296736 -121.574443 983.0 1.07 0.0 0.0 100.0 421.0
UO OTLW HHN 2020-08-27 20:25:00 3000-01-01 00:00:00 44.296736 -121.574443 983.0 1.07 0.0 0.0 100.0 357699.0
UO OTLW HHZ 2019-07-03 00:00:00 2020-08-27 20:25:00 44.296736 -121.574443 983.0 1.07 0.0 -90.0 100.0 421.0
UO OTLW HHZ 2020-08-27 20:25:00 3000-01-01 00:00:00 44.296736 -121.574443 983.0 1.07 0.0 -90.0 100.0 357699.0
UO PERY HHE 2020-09-23 00:00:00 3000-01-01 00:00:00 45.04092 -123.26019 54.2 3.2 90.0 0.0 100.0 357672.0
UO PERY HHN 2020-09-23 00:00:00 3000-01-01 00:00:00 45.04092 -123.26019 54.2 3.2 0.0 0.0 100.0 357672.0
UO PERY HHZ 2020-09-23 00:00:00 3000-01-01 00:00:00 45.04092 -123.26019 54.2 3.2 0.0 -90.0 100.0 357672.0
UO PF27 HHE 2019-11-01 00:00:00 2020-08-27 20:25:00 45.544686 -122.760016 332.0 0.0 90.0 0.0 100.0 300.0
UO PF27 HHE 2020-08-27 20:25:00 3000-01-01 00:00:00 45.544686 -122.760016 332.0 0.0 90.0 0.0 100.0 357699.0
UO PF27 HHN 2019-11-01 00:00:00 2020-08-27 20:25:00 45.544686 -122.760016 332.0 0.0 0.0 0.0 100.0 300.0
UO PF27 HHN 2020-08-27 20:25:00 3000-01-01 00:00:00 45.544686 -122.760016 332.0 0.0 0.0 0.0 100.0 357699.0
UO PF27 HHZ 2019-11-01 00:00:00 2020-08-27 20:25:00 45.544686 -122.760016 332.0 0.0 0.0 -90.0 100.0 300.0
UO PF27 HHZ 2020-08-27 20:25:00 3000-01-01 00:00:00 45.544686 -122.760016 332.0 0.0 0.0 -90.0 100.0 357699.0
UO PIN BHE 2000-02-09 00:00:00 2010-09-26 00:00:00 43.811001 -120.8731 1865.0 0.0 90.0 0.0 50.0 3882.0
UO PIN BHN 2000-02-09 00:00:00 2010-09-26 00:00:00 43.811001 -120.8731 1865.0 0.0 0.0 0.0 50.0 3882.0
UO PIN BHZ 2000-02-09 00:00:00 2010-09-26 00:00:00 43.811001 -120.8731 1865.0 0.0 0.0 -90.0 50.0 3882.0
UO PINE BHE 2010-09-27 00:00:00 2018-09-18 00:00:00 43.79211 -120.94066 1914.0 0.0 90.0 0.0 50.0 2913.0
UO PINE BHN 2010-09-27 00:00:00 2018-09-18 00:00:00 43.79211 -120.94066 1914.0 0.0 0.0 0.0 50.0 2913.0
UO PINE BHZ 2010-09-27 00:00:00 2018-09-18 00:00:00 43.79211 -120.94066 1914.0 0.0 0.0 -90.0 50.0 2913.0
UO PINE HHE 2018-09-18 00:00:00 3000-01-01 00:00:00 43.79211 -120.94066 1914.0 0.0 90.0 0.0 100.0 358408.0
UO PINE HHN 2018-09-18 00:00:00 3000-01-01 00:00:00 43.79211 -120.94066 1914.0 0.0 0.0 0.0 100.0 358408.0
UO PINE HHZ 2018-09-18 00:00:00 3000-01-01 00:00:00 43.79211 -120.94066 1914.0 0.0 0.0 -90.0 100.0 358408.0
UO RAIN HHE 2016-10-01 00:00:00 2020-08-13 00:00:00 46.08286 -123.01082 236.5 0.0 90.0 0.0 100.0 1412.0
UO RAIN HHE 2020-10-05 21:55:00 3000-01-01 00:00:00 46.08286 -123.01082 236.5 0.0 90.0 0.0 100.0 357660.0
UO RAIN HHN 2016-10-01 00:00:00 2020-08-13 00:00:00 46.08286 -123.01082 236.5 0.0 0.0 0.0 100.0 1412.0
UO RAIN HHN 2020-10-05 21:55:00 3000-01-01 00:00:00 46.08286 -123.01082 236.5 0.0 0.0 0.0 100.0 357660.0
UO RAIN HHZ 2016-10-01 00:00:00 2020-08-13 00:00:00 46.08286 -123.01082 236.5 0.0 0.0 -90.0 100.0 1412.0
UO RAIN HHZ 2020-10-05 21:55:00 3000-01-01 00:00:00 46.08286 -123.01082 236.5 0.0 0.0 -90.0 100.0 357660.0
UO ROGE HHE 2016-10-01 00:00:00 2599-12-31 23:59:59 42.695499 -123.665398 989.0 0.0 90.0 0.0 100.0 213027.0
UO ROGE HHN 2016-10-01 00:00:00 2599-12-31 23:59:59 42.695499 -123.665398 989.0 0.0 0.0 0.0 100.0 213027.0
UO ROGE HHZ 2016-10-01 00:00:00 2599-12-31 23:59:59 42.695499 -123.665398 989.0 0.0 0.0 -90.0 100.0 213027.0
UO RSBO EHE 2015-10-15 12:00:00 2019-11-25 00:00:00 44.043361 -122.267036 1235.0 0.0 90.0 0.0 100.0 1502.0
UO RSBO EHN 2015-10-15 12:00:00 2019-11-25 00:00:00 44.043361 -122.267036 1235.0 0.0 0.0 0.0 100.0 1502.0
UO RSBO EHZ 2015-10-15 12:00:00 2019-11-25 00:00:00 44.043361 -122.267036 1235.0 0.0 0.0 90.0 100.0 1502.0
UO RSBO HHE 2019-11-25 00:00:00 2020-08-27 20:25:00 44.043361 -122.267036 1235.0 0.0 90.0 0.0 100.0 276.0
UO RSBO HHE 2020-08-27 20:25:00 3000-01-01 00:00:00 44.043361 -122.267036 1235.0 0.0 90.0 0.0 100.0 357699.0
UO RSBO HHN 2019-11-25 00:00:00 2020-08-27 20:25:00 44.043361 -122.267036 1235.0 0.0 0.0 0.0 100.0 276.0
UO RSBO HHN 2020-08-27 20:25:00 3000-01-01 00:00:00 44.043361 -122.267036 1235.0 0.0 0.0 0.0 100.0 357699.0
UO RSBO HHZ 2019-11-25 00:00:00 2020-08-27 20:25:00 44.043361 -122.267036 1235.0 0.0 0.0 -90.0 100.0 276.0
UO RSBO HHZ 2020-08-27 20:25:00 3000-01-01 00:00:00 44.043361 -122.267036 1235.0 0.0 0.0 -90.0 100.0 357699.0
UO SALT HHE 2020-07-18 00:05:00 3000-01-01 00:00:00 42.49337 -122.58841 1179.4 0.0 90.0 0.0 100.0 357739.0
UO SALT HHN 2020-07-18 00:05:00 3000-01-01 00:00:00 42.49337 -122.58841 1179.4 0.0 0.0 0.0 100.0 357739.0
UO SALT HHZ 2020-07-18 00:05:00 3000-01-01 00:00:00 42.49337 -122.58841 1179.4 0.0 0.0 -90.0 100.0 357739.0
UO SISQ HHE 2019-01-30 00:00:00 2020-09-01 19:00:00 42.275352 -123.632322 395.0 0.0 90.0 0.0 100.0 580.0
UO SISQ HHE 2020-09-01 19:00:00 3000-01-01 00:00:00 42.275352 -123.632322 395.0 0.0 90.0 0.0 100.0 357694.0
UO SISQ HHN 2019-01-30 00:00:00 2020-09-01 19:00:00 42.275352 -123.632322 395.0 0.0 0.0 0.0 100.0 580.0
UO SISQ HHN 2020-09-01 19:00:00 3000-01-01 00:00:00 42.275352 -123.632322 395.0 0.0 0.0 0.0 100.0 357694.0
UO SISQ HHZ 2019-01-30 00:00:00 2020-09-01 19:00:00 42.275352 -123.632322 395.0 0.0 0.0 -90.0 100.0 580.0
UO SISQ HHZ 2020-09-01 19:00:00 3000-01-01 00:00:00 42.275352 -123.632322 395.0 0.0 0.0 -90.0 100.0 357694.0
UO TOOM HHE 2016-10-01 00:00:00 2599-12-31 23:59:59 43.284901 -121.234703 1541.0 0.0 90.0 0.0 100.0 213027.0
UO TOOM HHN 2016-10-01 00:00:00 2599-12-31 23:59:59 43.284901 -121.234703 1541.0 0.0 0.0 0.0 100.0 213027.0
UO TOOM HHZ 2016-10-01 00:00:00 2599-12-31 23:59:59 43.284901 -121.234703 1541.0 0.0 0.0 -90.0 100.0 213027.0
UO TRIPT HHE 2021-05-06 20:40:00 3000-01-01 00:00:00 45.62953 -123.64376 976.2 0.5 90.0 0.0 100.0 357447.0
UO TRIPT HHN 2021-05-06 20:40:00 3000-01-01 00:00:00 45.62953 -123.64376 976.2 0.5 0.0 0.0 100.0 357447.0
UO TRIPT HHZ 2021-05-06 20:40:00 3000-01-01 00:00:00 45.62953 -123.64376 976.2 0.5 0.0 -90.0 100.0 357447.0
UO UCHR HHE 2021-04-02 00:00:00 3000-01-01 00:00:00 44.83457 -123.87091 741.6 0.7 90.0 0.0 100.0 357481.0
UO UCHR HHN 2021-04-02 00:00:00 3000-01-01 00:00:00 44.83457 -123.87091 741.6 0.7 0.0 0.0 100.0 357481.0
UO UCHR HHZ 2021-04-02 00:00:00 3000-01-01 00:00:00 44.83457 -123.87091 741.6 0.7 0.0 -90.0 100.0 357481.0
UO VERN HHE 2018-07-18 00:00:00 2020-08-14 22:38:54 45.853099 -123.247519 198.0 0.0 90.0 0.0 100.0 758.0
UO VERN HHE 2020-10-30 00:45:07 3000-01-01 00:00:00 45.853099 -123.247519 198.0 1.0 90.0 0.0 100.0 357635.0
UO VERN HHN 2018-07-18 00:00:00 2020-08-14 22:38:54 45.853099 -123.247519 198.0 0.0 0.0 0.0 100.0 758.0
UO VERN HHN 2020-10-30 00:45:07 3000-01-01 00:00:00 45.853099 -123.247519 198.0 1.0 0.0 0.0 100.0 357635.0
UO VERN HHZ 2018-07-18 00:00:00 2020-08-14 22:38:54 45.853099 -123.247519 198.0 0.0 0.0 -90.0 100.0 758.0
UO VERN HHZ 2020-10-30 00:45:07 3000-01-01 00:00:00 45.853099 -123.247519 198.0 1.0 0.0 -90.0 100.0 357635.0
UO VINO HHE 2020-07-11 21:00:00 3000-01-01 00:00:00 43.42848 -123.42155 318.64 0.0 90.0 0.0 100.0 357746.0
UO VINO HHN 2020-07-11 21:00:00 3000-01-01 00:00:00 43.42848 -123.42155 318.64 0.0 0.0 0.0 100.0 357746.0
UO VINO HHZ 2020-07-11 21:00:00 3000-01-01 00:00:00 43.42848 -123.42155 318.64 0.0 0.0 -90.0 100.0 357746.0
UO VITI HHE 2020-08-27 20:25:00 3000-01-01 00:00:00 44.28157 -123.318081 257.8 0.0 90.0 0.0 100.0 357699.0
UO VITI HHN 2020-08-27 20:25:00 3000-01-01 00:00:00 44.28157 -123.318081 257.8 0.0 0.0 0.0 100.0 357699.0
UO VITI HHZ 2020-08-27 20:25:00 3000-01-01 00:00:00 44.28157 -123.318081 257.8 0.0 0.0 -90.0 100.0 357699.0
UO WIKI HHE 2020-11-12 00:00:00 3000-01-01 00:00:00 46.10589 -123.58526 816.6 2.0 90.0 0.0 100.0 357622.0
UO WIKI HHN 2020-11-12 00:00:00 3000-01-01 00:00:00 46.10589 -123.58526 816.6 2.0 0.0 0.0 100.0 357622.0
UO WIKI HHZ 2020-11-12 00:00:00 3000-01-01 00:00:00 46.10589 -123.58526 816.6 2.0 0.0 -90.0 100.0 357622.0
UO WLOO HHE 2016-10-01 00:00:00 2020-03-15 00:00:00 44.52342 -122.73769 284.0 0.0 90.0 0.0 100.0 1261.0
UO WLOO HHE 2020-03-15 00:00:00 3000-01-01 00:00:00 44.52342 -122.73769 284.0 0.0 90.0 0.0 100.0 357864.0
UO WLOO HHN 2016-10-01 00:00:00 2020-03-15 00:00:00 44.52342 -122.73769 284.0 0.0 0.0 0.0 100.0 1261.0
UO WLOO HHN 2020-03-15 00:00:00 3000-01-01 00:00:00 44.52342 -122.73769 284.0 0.0 0.0 0.0 100.0 357864.0
UO WLOO HHZ 2016-10-01 00:00:00 2020-03-15 00:00:00 44.52342 -122.73769 284.0 0.0 0.0 -90.0 100.0 1261.0
